SKU,Produk,Group,Stok Berjalan, Harga Beli ,Nilai Stok (Rp),Stok Bln-1,Stok Bln-2,Cilandak,Karang Tengah,Cinere,Jagakarsa,Pondok Pinang,Umur Stok,Rekomendasi Aging
el135,Voopoo Argus GT 2 Mod Only 200W - Dark Blue,SALE DEVICE MOD,2,"  535,000 "," Rp 1,070,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
APM02,Artha Pod Mod Gen 2 By Fatriio X Advken - Aurora Red,PROMOTION DEVICE,6,"  175,005 "," Rp 1,050,029 ",6,6,2,1,1,1,1,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
st164,Dotmod Dot AIO V2 Lite - Red,All In One System,1,"  1,050,000 "," Rp 1,050,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
dt20,C2MNT Color Cap By District F5VE - Blue,Drip Tips And Caps,5,"  210,000 "," Rp 1,050,000 ",5,5,0,1,2,2,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
APM04,Artha Pod Mod Gen 2 By Fatriio X Advken - Ink Black,PROMOTION DEVICE,6,"  175,000 "," Rp 1,050,000 ",6,6,2,1,1,1,1,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
st1087,Veepon Kuka AIO 60W AIO - Blue Green,All In One System,2,"  520,000 "," Rp 1,040,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
rc279,Dot Coils - 0.9 Ohm,Coil,24,"  43,000 "," Rp 1,032,000 ",24,24,5,5,4,5,5,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
el266,Voopoo Drag 4 Resin Series 177W Mod Only - Tropical Orange Gun Metal,SALE DEVICE MOD,2,"  515,000 "," Rp 1,030,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
OPS157/0825,Aspire Nexi Pro Combo Kit - Dark Grey,Pod System 2025,4,"  255,000 "," Rp 1,020,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
PODA151,"2026 - The O Rama Juice 60ml Series - 60ml,3mg Bacco Tea",PODA 60ML 2026,9,"  112,500 "," Rp 1,012,500 ",9,9,2,2,2,2,1,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
ops144/1024,Foom Y Pod Bundling Liquid 15ml Granit Grey - Coconut Water,Open Pod System,4,"  250,000 "," Rp 1,000,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
el633,Vox Mod 200W Mod Only - Tiffany Blue,Electrical Mods,2,"  500,000 "," Rp 1,000,000 ",2,2,1,1,0,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
bb6,Billet Box Vapor Missin XV Inner Panel Set - Topo Moon Dust,Superior,1,"  1,000,000 "," Rp 1,000,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
bb5,Billet Box Vapor Missin XV Inner Panel Set - Topo Black,Superior,1,"  1,000,000 "," Rp 1,000,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
at170,Alcatraz RDA by Häze - Stainless Steel,SALE RDA,1,"  1,000,000 "," Rp 1,000,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Prioritas: clearance 30-50% / retur supplier
st250,Vamped Pro Plus 1000mAh - Orange,BUY 1 GET 1,11,"  90,000 "," Rp 990,000 ",11,11,2,4,4,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda473,Geekvape Tsunami Reborn Z RDA 24mm - Black,RDA,3,"  330,000 "," Rp 990,000 ",3,3,1,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda209,Artha V1.5 RDA 24mm By Advken - Red,PROMOTION DEVICE,5,"  198,000 "," Rp 990,000 ",6,6,3,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops8/724,Elf X Pro Pod Kit 45W 1200mAh - Black,Open Pod System,4,"  246,500 "," Rp 986,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops13/724,Elf X Pro Pod Kit 45W 1200mAh - Silver,Open Pod System,4,"  244,000 "," Rp 976,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops10/724,Elf X Pro Pod Kit 45W 1200mAh - Gray,Open Pod System,4,"  244,000 "," Rp 976,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st519,Cthulhu AIO Box 60W - Elegent Gold,All In One System,1,"  975,000 "," Rp 975,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm38/1224,TRML T200 Box Mod - Lizard Green,Box Mod,2,"  480,000 "," Rp 960,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc212,SXK RBA MK02 - Black,Parts Units,3,"  320,000 "," Rp 960,000 ",3,3,0,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
pre46,Satu Tiga Beast King Dual Tricore 3.0mm - 0.15-0.17 Ohm,Wire,25,"  38,037 "," Rp 950,936 ",25,25,5,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
el382,Geekvape Aegis Legend L200 Mod Only - Red,SALE DEVICE MOD,2,"  475,000 "," Rp 950,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc331,909 Modify RBA Limited Edition - Bali,Parts Units,1,"  950,000 "," Rp 950,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc219,Silo RBA JG And Orca Vape - Satin,Parts Units,1,"  950,000 "," Rp 950,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc204,Silo RBA JG And Orca Vape - Green,Parts Units,1,"  950,000 "," Rp 950,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc203,Silo RBA JG And Orca Vape - Gold,Parts Units,1,"  950,000 "," Rp 950,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc201,Silo RBA JG And Orca Vape - Blue,Parts Units,1,"  950,000 "," Rp 950,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
FB60,"Happi Krunch Ice Cream Matcha Vanilla Cukai 2025 - 60ml,3mg",Freebase 2025,8,"  117,788 "," Rp 942,308 ",8,8,2,2,1,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
FB160,"Lunar Donut Midori Cream Cukai 2025 - 60ml,6mg",Freebase 2025,8,"  117,425 "," Rp 939,403 ",8,8,2,2,1,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
USA43,"Fruit Monster Mango Peach Guava Cukai 2025 - 60ml,6mg",USA 60ml 2025,6,"  155,000 "," Rp 930,000 ",6,6,2,1,2,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm30/1124,Hotcig R234 Armor Beast - Celesmonk Sulawesi,Box Mod,2,"  460,000 "," Rp 920,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda432,Lyon RDA 23mm Single Deck - Black,SALE RDA,3,"  305,000 "," Rp 915,000 ",3,3,0,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta102,Reload RTA By Reload Vapor USA - Stainless Steel,RTA,1,"  910,000 "," Rp 910,000 ",1,0,0,0,1,0,0,Baru (bln berjalan),"Pantau dulu, jangan diskon"
rta44,Hellvape Dead Rabbit RTA V3 25mm - Gunmetal,RTA,3,"  300,000 "," Rp 900,000 ",3,3,0,1,0,2,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta23,Hellvape Dead Rabbit RTA V3 25mm - Blue,RTA,3,"  300,000 "," Rp 900,000 ",3,3,1,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda160,Druga 2 RDA 24mm - Green,SALE RDA,3,"  300,000 "," Rp 900,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc323,Dot AIO V2 Tank - Purple,Cartridge,4,"  225,000 "," Rp 900,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc321,Dot AIO V2 Tank - Lime Green,Cartridge,4,"  225,000 "," Rp 900,000 ",4,4,1,1,0,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS171/0925,Suorin Fero Box Pod Kit 30W 1300mAh - Forest Green,Pod System 2025,5,"  180,000 "," Rp 900,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
el70,Hotcig R234 VW Box Mod - Pink Cyber,Box Mod,2,"  450,000 "," Rp 900,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
APM05,Artha Pod Mod Gen 2 By Fatriio X Advken - Ink Gunmetal,PROMOTION DEVICE,5,"  180,000 "," Rp 900,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta358,Dead Rabbit Solo RTA 24mm - Gold,RTA,3,"  295,000 "," Rp 885,000 ",4,4,1,0,0,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda21,Dead Rabbit V3 RDA 24mm By Hellvape - Purple,RDA,3,"  295,000 "," Rp 885,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda18,Dead Rabbit V3 RDA 24mm By Hellvape - Gunmetal,RDA,3,"  295,000 "," Rp 885,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda159,Druga 2 RDA 24mm - Blue,SALE RDA,3,"  295,000 "," Rp 885,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st238,Oxva Origin SE 40W 1400mAh - Sakura Pink,All In One System,4,"  220,000 "," Rp 880,000 ",4,4,0,2,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st236,Oxva Origin SE 40W 1400mAh - Magenta Pink,All In One System,4,"  220,000 "," Rp 880,000 ",4,4,1,0,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st471,Voopoo Argus MT Mod 3000mAh - Lime Green,SALE DEVICE MOD,2,"  430,000 "," Rp 860,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda448,Reload S RDA Camo Edition - Combat Green,RDA,1,"  860,000 "," Rp 860,000 ",1,1,0,0,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
FB94,"Lunar Sweet Ice Tea Cukai 2025 - 60ml,3mg",Freebase 2025,8,"  106,452 "," Rp 851,613 ",8,8,2,2,1,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1174,Vandy Vape Pulse Pro AIO - Violette,All In One System,1,"  840,000 "," Rp 840,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
co63,SMok RGC Conical Mesh Coil - 0.17 Ohm,Coil,28,"  30,000 "," Rp 840,000 ",28,28,5,7,6,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda20,Dead Rabbit V3 RDA 24mm By Hellvape - Matte Full Black,RDA,3,"  275,000 "," Rp 825,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
FB297,"A La Carte Cream Series 60ml 2026 - 60ml,6mg Cream Banana",FREEBASE 2026,7,"  117,500 "," Rp 822,500 ",0,5,0,2,2,2,1,Aged ~2 bln,Clearance 20-40% / bundling
st1176,San AIO Boro Mod 80W - Pink,All In One System,1,"  800,000 "," Rp 800,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1175,San AIO Boro Mod 80W - Orange,All In One System,1,"  800,000 "," Rp 800,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda419,Alexa Z Dual RDA 24mm - Gold,RDA,2,"  400,000 "," Rp 800,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc183,Veepon Tita RBA - Blue,Parts Units,2,"  395,000 "," Rp 790,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st278,ZQ Xtal Pro Pod System New Colour 1000mAh - Red Devil,BUY 1 GET 1,4,"  197,000 "," Rp 788,000 ",4,4,2,0,2,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc276,Voopoo Drag Q ITO Coils - ITO M1 0.7 Ohm,Coil,28,"  28,000 "," Rp 784,000 ",28,28,5,5,8,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1414,Aspire Fluffi Pod Kit 20W 1500mAh - Pink Lava,Pod System,4,"  195,000 "," Rp 780,000 ",4,4,2,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el621,Lost Vape Centaurus M100 Reguler Edition - Icy Mint,Electrical Mods,2,"  390,000 "," Rp 780,000 ",2,2,0,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el618,Lost Vape Centaurus M100 Reguler Edition - Dusty Rose,Electrical Mods,2,"  390,000 "," Rp 780,000 ",2,2,1,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc220,SXK Mission XV - SS,Parts Units,3,"  260,000 "," Rp 780,000 ",3,3,0,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
SN80,"Friends And Enemies Salt Nic Cukai 2025 - 30ml,18mg",Salt Nic 2025,10,"  77,500 "," Rp 775,000 ",10,10,2,2,2,2,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
at500,Subzero X RDA 25mm By Sub Ohm Innovations - Copper,SALE RDA,1,"  775,000 "," Rp 775,000 ",1,1,0,0,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda510,Dead Rabbit Mini RDA 20mm - Silver,RDA,4,"  190,000 "," Rp 760,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda507,Dead Rabbit Mini RDA 20mm - Gold,RDA,4,"  190,000 "," Rp 760,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda505,Dead Rabbit Mini RDA 20mm - Black,RDA,4,"  190,000 "," Rp 760,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el101,Lost Vape Centaurus Q200 Box Mod - CF Matt Red,SALE DEVICE MOD,2,"  380,000 "," Rp 760,000 ",2,2,0,0,0,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st252,Hannya Nano Pro S Pod Kit 700mAh - Smoky Gray,SALE DEVICE POD,3,"  250,000 "," Rp 750,000 ",3,3,0,2,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops147/1024,Foom Y Pod Bundling Liquid 15ml Onyx Black - BW Matcha Latte,Open Pod System,3,"  250,000 "," Rp 750,000 ",3,3,1,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops146/1024,Foom Y Pod Bundling Liquid 15ml Granit Grey - Icy Mango,Open Pod System,3,"  250,000 "," Rp 750,000 ",3,3,1,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st451,EIR Pod Kit 18W 800mAh - Light Pink,SALE DEVICE POD,4,"  185,000 "," Rp 740,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st448,EIR Pod Kit 18W 800mAh - Gunmetal,SALE DEVICE POD,4,"  185,000 "," Rp 740,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
RCRAFT137,"2026 - Slay Dessert Series - 60ml,3mg Strawberry Pudding",RCRAFT 60ML 2026,7,"  105,000 "," Rp 735,000 ",0,4,0,2,2,2,1,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT136,"2026 - Slay Dessert Series - 60ml,6mg Matcha Ice Cream",RCRAFT 60ML 2026,7,"  105,000 "," Rp 735,000 ",0,4,0,2,2,2,1,Aged ~2 bln,Clearance 20-40% / bundling
st600,Asvape Hita Mech Reinvent Pod Kit 1000mAh - Dark Green,BUY 1 GET 1,4,"  180,000 "," Rp 720,000 ",4,4,1,2,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda412,Key RDA 24mm 8 Circle x Panda - Gunmetal,SALE RDA,3,"  240,000 "," Rp 720,000 ",3,3,0,1,0,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda411,Key RDA 24mm 8 Circle x Panda - Gold,SALE RDA,3,"  240,000 "," Rp 720,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS173/0925,Suorin Fero Box Pod Kit 30W 1300mAh - Polar White,Pod System 2025,4,"  180,000 "," Rp 720,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS170/0925,Suorin Fero Box Pod Kit 30W 1300mAh - Blue Blitz,Pod System 2025,4,"  180,000 "," Rp 720,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el619,Lost Vape Centaurus M100 Reguler Edition - Galaxy Beige,Electrical Mods,2,"  360,000 "," Rp 720,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
co202,SMok RPM 3 PNP Coil - 0.23 Ohm,Coil,24,"  30,000 "," Rp 720,000 ",24,24,5,5,5,4,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc87,Aegis Boost B Coil - 0.2 Ohm,Coil,28,"  25,468 "," Rp 713,094 ",28,28,5,5,5,8,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda501,Reload S RDA Spectrum Vol.2 24mm - Frosted Silver,RDA,1,"  710,000 "," Rp 710,000 ",0,0,0,1,0,0,0,Baru (bln berjalan),"Pantau dulu, jangan diskon"
st1412,Asmodus Minikin Pod Kit 2000mAh - Sierra Blue,Pod System,2,"  350,000 "," Rp 700,000 ",2,2,0,0,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda282,The Recoil V1 RDA By GrimmGreen x OhmBoyOC - Gold,RDA,1,"  700,000 "," Rp 700,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc346,Sturdy One Color Tanks - Smoke,Parts Units,4,"  175,000 "," Rp 700,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc345,Sturdy One Color Tanks - Frost,Parts Units,4,"  175,000 "," Rp 700,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc344,Sturdy One Color Tanks - Clear,Parts Units,4,"  175,000 "," Rp 700,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc343,Sturdy One Color Tanks - Amber,Parts Units,4,"  175,000 "," Rp 700,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta213,asMODus Anani V2 MTL RTA x D121 - Silver,SALE RTA,2,"  345,000 "," Rp 690,000 ",2,2,0,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
RCRAFT168,"2026 - Liquid Paradewa Creamy 60ml - 60ml,6mg Sthorberry",RCRAFT 60ML 2026,6,"  115,000 "," Rp 690,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT166,"2026 - Liquid Paradewa Creamy 60ml - 60ml,6mg Oatdin",RCRAFT 60ML 2026,6,"  115,000 "," Rp 690,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT165,"2026 - Liquid Paradewa Creamy 60ml - 60ml,3mg Oatdin",RCRAFT 60ML 2026,6,"  115,000 "," Rp 690,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT164,"2026 - Liquid Paradewa Creamy 60ml - 60ml,6mg Choco loki",RCRAFT 60ML 2026,6,"  115,000 "," Rp 690,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT163,"2026 - Liquid Paradewa Creamy 60ml - 60ml,3mg Choco loki",RCRAFT 60ML 2026,6,"  115,000 "," Rp 690,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
FB145,"Djagoeng Kedjoe Cukai 2025 - 60ml,6mg",Freebase 2025,7,"  98,558 "," Rp 689,904 ",9,7,2,2,0,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct103,Lust Organic Cotton - Reguler Pack,Cotton,25,"  27,500 "," Rp 687,500 ",25,25,5,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda52,AN RDA V2 Coilturd 24mm - Stainless Steel,RDA,1,"  680,000 "," Rp 680,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda51,AN RDA V2 Coilturd 24mm - Gold,RDA,1,"  680,000 "," Rp 680,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el342,Reload Essential Mod 18650 By Reload Vapor USA - Rustic Blue,Electrical Mods,1,"  680,000 "," Rp 680,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc313,SXK Dot AIO II Panels - Green,Parts Units,4,"  170,000 "," Rp 680,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el96,Vaporesso GEN S 220W TC Box Mod - Midnight Blue,SALE DEVICE MOD,2,"  335,000 "," Rp 670,000 ",2,2,2,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS147/0725,Voom Fiery Pro Pod Kit 35W - Black,Pod System 2025,5,"  133,000 "," Rp 665,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct36,Voopoo Vinci V2 Cartridge - 1.2 Ohm,Cartridge,19,"  35,000 "," Rp 665,000 ",19,19,6,3,5,2,3,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda476,Geekvape Tsunami Reborn Z RDA 24mm - Pink,RDA,2,"  330,000 "," Rp 660,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda474,Geekvape Tsunami Reborn Z RDA 24mm - Gold,RDA,2,"  330,000 "," Rp 660,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc356,IYKYK Pod Cartridge - 0.8 Ohm,Cartridge,17,"  38,429 "," Rp 653,289 ",17,17,5,4,2,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS153/0825,Geek Vape Sonder Q2 Pod Kit Bundling Volx - Sakura Pink,Pod System 2025,5,"  130,000 "," Rp 650,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS151/0825,Geek Vape Sonder Q2 Pod Kit Bundling Volx - Misty Blue,Pod System 2025,5,"  130,000 "," Rp 650,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
el293,Vapor Storm Legend Box Mod 200W - Queen Of The Sea,SALE DEVICE MOD,2,"  325,000 "," Rp 650,000 ",2,2,1,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt267,Famles Drip Tip Titanium Vibranium 510 - Basic Colour,Drip Tips And Caps,2,"  325,000 "," Rp 650,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
AIO15/0525,LVE Orion II Kit 1500mAh 40W - Textured Carbon Gold,AIO 2025,1,"  650,000 "," Rp 650,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc277,Voopoo Drag Q ITO Coils - ITO M2 1.0 Ohm,Coil,25,"  25,916 "," Rp 647,897 ",27,27,5,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
RCRAFT162,"2026 - Paradewa Olympus Ice Edition 60ml - 60ml,3mg Watermelon",RCRAFT 60ML 2026,6,"  107,500 "," Rp 645,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT161,"2026 - Paradewa Olympus Ice Edition 60ml - 60ml,3mg Vanilla Cream",RCRAFT 60ML 2026,6,"  107,500 "," Rp 645,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
RCRAFT160,"2026 - Paradewa Olympus Ice Edition 60ml - 60ml,3mg Sweet Strawberry",RCRAFT 60ML 2026,6,"  107,500 "," Rp 645,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
OPS407,Oxva Artio Series Pod System - Leather Gray,POD SYSTEM 2026,3,"  215,000 "," Rp 645,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
st1227,IYKYK Pod Kit 900mAh - Baby Blue,SALE DEVICE POD,2,"  320,000 "," Rp 640,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc278,Voopoo Drag Q ITO Coils - ITO M3 1.2 Ohm,Coil,25,"  25,539 "," Rp 638,485 ",25,25,5,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
ac37,Coil Gear Tool Kit V3 - V3,Tools,2,"  315,947 "," Rp 631,893 ",2,2,2,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1079,Vandy Vape Pulse AIO Mini Kit 80W - Frosted Black,SALE DEVICE MOD,1,"  630,000 "," Rp 630,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
SN201,Khalifa Salt Nic 30ml 24mg Cukai 2025 - Blackcurrant,Salt Nic 2025,10,"  62,500 "," Rp 625,000 ",10,10,2,2,2,2,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc115,Artha Pod Mod Mesh Coil - Mesh 0.3 Ohm,Coil,25,"  25,000 "," Rp 625,000 ",25,25,4,5,6,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct11,Premium Brother Cotton - Sultan Series - Gold,Cotton,25,"  25,000 "," Rp 625,000 ",25,25,5,6,4,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc386,Dotmod DotRBA X - Black,Parts Units,1,"  625,000 "," Rp 625,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1148,Voopoo Drag H40 AIO 1500mAh - Snow Blue,All In One System,2,"  310,000 "," Rp 620,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc275,Voopoo Drag Q ITO Coils - ITO M0 0.5 Ohm,Coil,24,"  25,750 "," Rp 618,007 ",30,30,5,5,4,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc355,IYKYK Pod Cartridge - 0.6 Ohm,Cartridge,16,"  38,181 "," Rp 610,889 ",16,16,4,4,2,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops240/0125,Foom X Pod Bundling Liquid Brilliant Gold 15ml - Icy Watermelon,Open Pod System,4,"  150,500 "," Rp 602,000 ",4,4,0,2,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st672,Voopoo Vmate Infinity Edition 900mAh 17W - Shiny Green,SALE DEVICE POD,3,"  200,000 "," Rp 600,000 ",3,3,1,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
